sale_id,sale_date,product_id,product_name,category,subcategory,region,store_id,units_sold,revenue,cost
TRX003601,2024-06-21,P0028,インスタント食品 スタンダード,食品,インスタント食品,関西,S007,5,9479.14,4500.0
TRX003733,2024-06-21,P0046,サプリメント スタンダード,美容・健康,サプリメント,関東,S001,7,17004.95,7000.0
TRX000037,2024-06-22,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,関東,S003,1,1710.5,900.0
TRX000417,2024-06-22,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,東海,S009,2,126181.06,73400.0
TRX002140,2024-06-22,P0014,レディーストップス スタンダード,衣料品,レディーストップス,中国・四国,S016,1,24725.29,14000.0
TRX002520,2024-06-22,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,東海,S009,4,12680.7,7200.0
TRX002861,2024-06-22,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,東海,S009,1,1675.11,900.0
TRX000576,2024-06-23,P0025,健康食品 プレミアム,食品,健康食品,関西,S007,7,10206.0,4900.0
TRX000626,2024-06-23,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,東北,S012,1,1699.32,900.0
TRX000771,2024-06-23,P0015,ボトムス プレミアム,衣料品,ボトムス,中国・四国,S016,1,10230.68,4700.0
TRX002257,2024-06-23,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,九州,S011,1,3844.22,2100.0
TRX002588,2024-06-23,P0003,タブレット プレミアム,家電,タブレット,北海道,S014,2,23459.62,12800.0
TRX003083,2024-06-23,P0012,メンズトップス スタンダード,衣料品,メンズトップス,関東,S001,4,39618.33,18000.0
TRX003671,2024-06-23,P0016,ボトムス スタンダード,衣料品,ボトムス,関東,S002,2,49924.17,23600.0
TRX000200,2024-06-24,P0040,水泳 スタンダード,スポーツ,水泳,九州,S011,4,142096.95,80800.0
TRX001128,2024-06-24,P0049,フレグランス プレミアム,美容・健康,フレグランス,東海,S008,5,28406.44,14000.0
TRX001933,2024-06-24,P0014,レディーストップス スタンダード,衣料品,レディーストップス,東海,S009,2,45023.3,28000.0
TRX002322,2024-06-24,P0011,メンズトップス プレミアム,衣料品,メンズトップス,東北,S012,4,13283.93,6800.0
TRX002775,2024-06-24,P0050,フレグランス スタンダード,美容・健康,フレグランス,東海,S008,1,3164.93,1500.0
TRX002944,2024-06-24,P0024,飲料 スタンダード,食品,飲料,関東,S002,1,701.87,500.0
TRX003908,2024-06-24,P0011,メンズトップス プレミアム,衣料品,メンズトップス,関東,S001,6,19543.21,10200.0
TRX002372,2024-06-25,P0012,メンズトップス スタンダード,衣料品,メンズトップス,東北,S012,4,38833.73,18000.0
TRX002434,2024-06-25,P0032,フィットネス用品 スタンダード,スポーツ,フィットネス用品,中国・四国,S015,1,34582.35,15700.0
TRX003356,2024-06-25,P0018,アウター スタンダード,衣料品,アウター,東海,S009,2,8715.16,4000.0
TRX005080,2024-06-25,P0049,フレグランス プレミアム,美容・健康,フレグランス,九州,S011,1,5374.18,2800.0
TRX000094,2024-06-26,P0036,ランニング スタンダード,スポーツ,ランニング,関東,S002,5,72932.51,39500.0
TRX000317,2024-06-26,P0030,調味料 スタンダード,食品,調味料,東北,S013,1,412.06,300.0
TRX001292,2024-06-26,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,東北,S013,4,15910.9,8400.0
TRX001796,2024-06-26,P0033,アウトドア プレミアム,スポーツ,アウトドア,関西,S005,6,70808.04,39600.0
TRX001865,2024-06-26,P0026,健康食品 スタンダード,食品,健康食品,東海,S008,2,816.14,400.0
TRX002492,2024-06-26,P0042,スキンケア スタンダード,美容・健康,スキンケア,東海,S008,1,7351.08,3900.0
TRX002751,2024-06-26,P0015,ボトムス プレミアム,衣料品,ボトムス,東海,S008,5,48263.95,23500.0
TRX003135,2024-06-26,P0024,飲料 スタンダード,食品,飲料,東北,S012,3,2156.45,1500.0
TRX003716,2024-06-26,P0005,ノートPC プレミアム,家電,ノートPC,東海,S009,4,332860.82,205200.0
TRX004160,2024-06-26,P0013,レディーストップス プレミアム,衣料品,レディーストップス,東海,S009,3,38367.83,18900.0
TRX004925,2024-06-26,P0049,フレグランス プレミアム,美容・健康,フレグランス,関西,S006,3,16164.26,8400.0
TRX005046,2024-06-26,P0050,フレグランス スタンダード,美容・健康,フレグランス,関西,S007,1,3141.75,1500.0
TRX000034,2024-06-27,P0040,水泳 スタンダード,スポーツ,水泳,東北,S013,5,186897.24,101000.0
TRX000565,2024-06-27,P0046,サプリメント スタンダード,美容・健康,サプリメント,東北,S013,3,6669.38,3000.0
TRX001991,2024-06-27,P0042,スキンケア スタンダード,美容・健康,スキンケア,関西,S006,1,7266.92,3900.0
TRX002696,2024-06-27,P0029,調味料 プレミアム,食品,調味料,東海,S008,4,4711.06,2800.0
TRX004254,2024-06-27,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,北海道,S014,2,142223.92,73400.0
TRX000145,2024-06-28,P0013,レディーストップス プレミアム,衣料品,レディーストップス,関西,S007,4,54615.08,25200.0
TRX000746,2024-06-28,P0042,スキンケア スタンダード,美容・健康,スキンケア,東北,S012,4,30788.07,15600.0
TRX000992,2024-06-28,P0013,レディーストップス プレミアム,衣料品,レディーストップス,東海,S009,4,58147.15,25200.0
TRX001162,2024-06-28,P0046,サプリメント スタンダード,美容・健康,サプリメント,北海道,S014,1,2218.05,1000.0
TRX001182,2024-06-28,P0036,ランニング スタンダード,スポーツ,ランニング,九州,S010,3,45192.59,23700.0
TRX001587,2024-06-28,P0017,アウター プレミアム,衣料品,アウター,九州,S011,2,7480.84,3600.0
TRX002778,2024-06-28,P0046,サプリメント スタンダード,美容・健康,サプリメント,関東,S002,2,4436.7,2000.0
TRX003040,2024-06-28,P0013,レディーストップス プレミアム,衣料品,レディーストップス,関東,S002,1,14362.29,6300.0
TRX003367,2024-06-28,P0018,アウター スタンダード,衣料品,アウター,関西,S005,4,16612.83,8000.0
TRX003815,2024-06-28,P0036,ランニング スタンダード,スポーツ,ランニング,関東,S003,3,47204.34,23700.0
TRX003970,2024-06-28,P0013,レディーストップス プレミアム,衣料品,レディーストップス,関西,S007,3,42430.55,18900.0
TRX004376,2024-06-28,P0034,アウトドア スタンダード,スポーツ,アウトドア,東海,S009,4,135533.67,86000.0
TRX004426,2024-06-28,P0017,アウター プレミアム,衣料品,アウター,中国・四国,S016,4,14272.83,7200.0
TRX005044,2024-06-28,P0003,タブレット プレミアム,家電,タブレット,北海道,S014,2,22845.21,12800.0
TRX001091,2024-06-29,P0036,ランニング スタンダード,スポーツ,ランニング,関東,S004,2,31055.91,15800.0
TRX001495,2024-06-29,P0017,アウター プレミアム,衣料品,アウター,関東,S001,3,11379.83,5400.0
TRX001752,2024-06-29,P0017,アウター プレミアム,衣料品,アウター,関東,S001,1,3831.88,1800.0
TRX001851,2024-06-29,P0030,調味料 スタンダード,食品,調味料,九州,S011,4,1570.26,1200.0
TRX002087,2024-06-29,P0033,アウトドア プレミアム,スポーツ,アウトドア,北海道,S014,3,34855.82,19800.0
TRX002577,2024-06-29,P0013,レディーストップス プレミアム,衣料品,レディーストップス,東海,S008,4,51990.5,25200.0
TRX004702,2024-06-29,P0026,健康食品 スタンダード,食品,健康食品,九州,S010,1,388.49,200.0
TRX000561,2024-06-30,P0021,スナック菓子 プレミアム,食品,スナック菓子,関東,S001,4,3316.49,2000.0
TRX002478,2024-06-30,P0033,アウトドア プレミアム,スポーツ,アウトドア,関西,S006,1,11125.98,6600.0
TRX002823,2024-06-30,P0003,タブレット プレミアム,家電,タブレット,関西,S006,4,48939.04,25600.0
TRX002980,2024-06-30,P0036,ランニング スタンダード,スポーツ,ランニング,九州,S011,1,16719.5,7900.0
TRX003435,2024-06-30,P0021,スナック菓子 プレミアム,食品,スナック菓子,中国・四国,S015,1,932.55,500.0
TRX003445,2024-06-30,P0011,メンズトップス プレミアム,衣料品,メンズトップス,北海道,S014,1,3632.67,1700.0
TRX001878,2024-07-01,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,東北,S012,2,3303.29,1800.0
TRX002171,2024-07-01,P0002,スマートフォン スタンダード,家電,スマートフォン,中国・四国,S016,6,596840.51,343200.0
TRX002956,2024-07-01,P0003,タブレット プレミアム,家電,タブレット,九州,S011,6,75215.69,38400.0
TRX003754,2024-07-01,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,北海道,S014,3,5662.45,2400.0
TRX003791,2024-07-01,P0012,メンズトップス スタンダード,衣料品,メンズトップス,中国・四国,S015,4,35918.85,18000.0
TRX000393,2024-07-02,P0007,イヤホン プレミアム,家電,イヤホン,関東,S002,4,405531.84,183200.0
TRX001015,2024-07-02,P0046,サプリメント スタンダード,美容・健康,サプリメント,東北,S013,2,4908.56,2000.0
TRX001110,2024-07-02,P0006,ノートPC スタンダード,家電,ノートPC,北海道,S014,4,383048.47,180800.0
TRX001512,2024-07-02,P0029,調味料 プレミアム,食品,調味料,関西,S006,1,1295.84,700.0
TRX001541,2024-07-02,P0040,水泳 スタンダード,スポーツ,水泳,北海道,S014,1,36080.4,20200.0
TRX001644,2024-07-02,P0032,フィットネス用品 スタンダード,スポーツ,フィットネス用品,北海道,S014,3,103179.29,47100.0
TRX001653,2024-07-02,P0004,タブレット スタンダード,家電,タブレット,関東,S003,1,11431.53,5200.0
TRX001821,2024-07-02,P0046,サプリメント スタンダード,美容・健康,サプリメント,中国・四国,S016,3,6756.51,3000.0
TRX002173,2024-07-02,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,関東,S002,1,1621.52,800.0
TRX002773,2024-07-02,P0035,ランニング プレミアム,スポーツ,ランニング,関東,S004,1,24097.8,16200.0
TRX003773,2024-07-02,P0018,アウター スタンダード,衣料品,アウター,東北,S013,3,11758.52,6000.0
TRX004079,2024-07-02,P0012,メンズトップス スタンダード,衣料品,メンズトップス,関東,S002,3,30170.65,13500.0
TRX000258,2024-07-03,P0035,ランニング プレミアム,スポーツ,ランニング,東海,S009,2,47600.26,32400.0
TRX000426,2024-07-03,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,中国・四国,S015,3,12202.52,6300.0
TRX000897,2024-07-03,P0036,ランニング スタンダード,スポーツ,ランニング,九州,S011,2,32075.59,15800.0
TRX001425,2024-07-03,P0027,インスタント食品 プレミアム,食品,インスタント食品,関東,S003,3,3769.08,2400.0
TRX003270,2024-07-03,P0013,レディーストップス プレミアム,衣料品,レディーストップス,九州,S010,5,66145.33,31500.0
TRX004132,2024-07-03,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,関東,S003,1,1828.35,800.0
TRX004147,2024-07-03,P0042,スキンケア スタンダード,美容・健康,スキンケア,関東,S001,4,27731.36,15600.0
TRX004688,2024-07-03,P0021,スナック菓子 プレミアム,食品,スナック菓子,中国・四国,S015,5,4408.77,2500.0
TRX004840,2024-07-03,P0040,水泳 スタンダード,スポーツ,水泳,北海道,S014,5,193186.28,101000.0
TRX001428,2024-07-04,P0002,スマートフォン スタンダード,家電,スマートフォン,北海道,S014,3,296164.59,171600.0
TRX002250,2024-07-04,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,東海,S009,7,24590.68,14700.0
TRX002645,2024-07-04,P0022,スナック菓子 スタンダード,食品,スナック菓子,関西,S006,6,11389.25,6600.0
TRX003916,2024-07-04,P0014,レディーストップス スタンダード,衣料品,レディーストップス,東北,S013,5,126662.42,70000.0
TRX004118,2024-07-04,P0026,健康食品 スタンダード,食品,健康食品,九州,S010,1,402.18,200.0
TRX004570,2024-07-04,P0034,アウトドア スタンダード,スポーツ,アウトドア,九州,S010,5,187586.36,107500.0
TRX000058,2024-07-05,P0004,タブレット スタンダード,家電,タブレット,東海,S009,5,54573.42,26000.0
TRX000280,2024-07-05,P0050,フレグランス スタンダード,美容・健康,フレグランス,関西,S006,1,3218.92,1500.0
TRX000568,2024-07-05,P0039,水泳 プレミアム,スポーツ,水泳,東海,S008,1,19719.75,10300.0
TRX000772,2024-07-05,P0040,水泳 スタンダード,スポーツ,水泳,北海道,S014,1,35988.66,20200.0
TRX001342,2024-07-05,P0026,健康食品 スタンダード,食品,健康食品,関東,S001,6,2309.85,1200.0
TRX001710,2024-07-05,P0035,ランニング プレミアム,スポーツ,ランニング,中国・四国,S016,5,119119.55,81000.0
TRX001793,2024-07-05,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,北海道,S014,3,109705.93,48900.0
TRX002476,2024-07-05,P0035,ランニング プレミアム,スポーツ,ランニング,関西,S006,3,71334.5,48600.0
TRX003814,2024-07-05,P0028,インスタント食品 スタンダード,食品,インスタント食品,関東,S004,1,1854.22,900.0
TRX003863,2024-07-05,P0030,調味料 スタンダード,食品,調味料,関東,S002,1,405.94,300.0
TRX002085,2024-07-06,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,中国・四国,S015,4,13845.4,7200.0
TRX003450,2024-07-06,P0023,飲料 プレミアム,食品,飲料,中国・四国,S016,4,4250.5,2000.0
TRX003919,2024-07-06,P0027,インスタント食品 プレミアム,食品,インスタント食品,北海道,S014,3,3310.5,2400.0
TRX000714,2024-07-07,P0034,アウトドア スタンダード,スポーツ,アウトドア,関東,S002,1,35415.94,21500.0
TRX002040,2024-07-07,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,九州,S010,4,7193.23,3600.0
TRX002056,2024-07-07,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,東北,S013,2,7698.47,4200.0
TRX002593,2024-07-07,P0014,レディーストップス スタンダード,衣料品,レディーストップス,関東,S001,2,47529.86,28000.0
TRX003323,2024-07-07,P0050,フレグランス スタンダード,美容・健康,フレグランス,九州,S011,3,9498.79,4500.0
TRX004231,2024-07-07,P0042,スキンケア スタンダード,美容・健康,スキンケア,北海道,S014,3,21663.95,11700.0
TRX004709,2024-07-07,P0046,サプリメント スタンダード,美容・健康,サプリメント,東北,S013,1,2226.31,1000.0
TRX004856,2024-07-07,P0028,インスタント食品 スタンダード,食品,インスタント食品,九州,S011,4,7345.99,3600.0
TRX001210,2024-07-08,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,東海,S008,3,4933.53,2700.0
TRX001757,2024-07-08,P0012,メンズトップス スタンダード,衣料品,メンズトップス,関西,S007,1,9572.49,4500.0
TRX001934,2024-07-08,P0033,アウトドア プレミアム,スポーツ,アウトドア,北海道,S014,1,12433.62,6600.0
TRX002215,2024-07-08,P0016,ボトムス スタンダード,衣料品,ボトムス,中国・四国,S015,1,22616.46,11800.0
TRX004931,2024-07-08,P0039,水泳 プレミアム,スポーツ,水泳,東北,S012,5,97868.48,51500.0
TRX000860,2024-07-09,P0007,イヤホン プレミアム,家電,イヤホン,東海,S009,4,397270.04,183200.0
TRX001334,2024-07-09,P0028,インスタント食品 スタンダード,食品,インスタント食品,北海道,S014,5,8682.45,4500.0
TRX001892,2024-07-09,P0023,飲料 プレミアム,食品,飲料,関西,S005,4,4102.02,2000.0
TRX002769,2024-07-09,P0015,ボトムス プレミアム,衣料品,ボトムス,九州,S011,4,41230.86,18800.0
TRX003113,2024-07-09,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,北海道,S014,1,4026.57,2100.0
TRX003563,2024-07-09,P0021,スナック菓子 プレミアム,食品,スナック菓子,九州,S010,4,3402.61,2000.0
TRX003568,2024-07-09,P0037,チームスポーツ プレミアム,スポーツ,チームスポーツ,北海道,S014,7,113260.43,46900.0
TRX003887,2024-07-09,P0035,ランニング プレミアム,スポーツ,ランニング,関西,S006,5,120253.75,81000.0
TRX003910,2024-07-09,P0008,イヤホン スタンダード,家電,イヤホン,関東,S003,1,112839.15,48900.0
TRX004053,2024-07-09,P0029,調味料 プレミアム,食品,調味料,東海,S008,5,6166.21,3500.0
TRX004255,2024-07-09,P0039,水泳 プレミアム,スポーツ,水泳,東北,S013,6,116964.7,61800.0
TRX004370,2024-07-09,P0036,ランニング スタンダード,スポーツ,ランニング,関西,S006,3,45490.13,23700.0
TRX004751,2024-07-09,P0010,スマートウォッチ スタンダード,家電,スマートウォッチ,中国・四国,S015,3,343978.7,156900.0
TRX005124,2024-07-09,P0032,フィットネス用品 スタンダード,スポーツ,フィットネス用品,九州,S011,8,299442.36,125600.0
TRX001721,2024-07-10,P0016,ボトムス スタンダード,衣料品,ボトムス,東海,S008,9,206631.25,106200.0
TRX002707,2024-07-10,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,関西,S006,2,3540.98,1800.0
TRX003531,2024-07-10,P0024,飲料 スタンダード,食品,飲料,北海道,S014,2,1311.56,1000.0
TRX003747,2024-07-10,P0030,調味料 スタンダード,食品,調味料,北海道,S014,1,416.27,300.0
TRX004339,2024-07-10,P0026,健康食品 スタンダード,食品,健康食品,関東,S001,1,362.58,200.0
TRX004523,2024-07-10,P0008,イヤホン スタンダード,家電,イヤホン,東北,S012,1,109389.44,48900.0
TRX000604,2024-07-11,P0029,調味料 プレミアム,食品,調味料,関西,S006,6,7886.91,4200.0
TRX001350,2024-07-11,P0002,スマートフォン スタンダード,家電,スマートフォン,関西,S006,8,833737.35,457600.0
TRX001634,2024-07-11,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,関東,S003,4,6617.61,3200.0
TRX001921,2024-07-11,P0005,ノートPC プレミアム,家電,ノートPC,東海,S009,5,438982.23,256500.0
TRX002195,2024-07-11,P0018,アウター スタンダード,衣料品,アウター,関西,S005,5,20284.73,10000.0
TRX002390,2024-07-11,P0041,スキンケア プレミアム,美容・健康,スキンケア,中国・四国,S016,4,15097.92,6800.0
TRX002897,2024-07-11,P0032,フィットネス用品 スタンダード,スポーツ,フィットネス用品,東北,S012,5,182005.89,78500.0
TRX003658,2024-07-11,P0003,タブレット プレミアム,家電,タブレット,東海,S008,4,50079.58,25600.0
TRX004863,2024-07-11,P0036,ランニング スタンダード,スポーツ,ランニング,東海,S008,1,16811.85,7900.0
TRX000497,2024-07-12,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,九州,S011,1,1834.32,800.0
TRX000782,2024-07-12,P0001,スマートフォン プレミアム,家電,スマートフォン,北海道,S014,9,815209.95,376200.0
TRX001156,2024-07-12,P0005,ノートPC プレミアム,家電,ノートPC,関東,S002,5,436753.15,256500.0
TRX002713,2024-07-12,P0043,ヘアケア プレミアム,美容・健康,ヘアケア,九州,S011,2,3449.44,1800.0
TRX001697,2024-07-13,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,関東,S004,2,3371.88,1600.0
TRX003522,2024-07-13,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,中国・四国,S015,7,457254.22,256900.0
TRX004264,2024-07-13,P0049,フレグランス プレミアム,美容・健康,フレグランス,東北,S012,4,20310.7,11200.0
TRX004788,2024-07-13,P0017,アウター プレミアム,衣料品,アウター,東海,S008,10,37551.96,18000.0
TRX000077,2024-07-14,P0006,ノートPC スタンダード,家電,ノートPC,関西,S007,1,93136.83,45200.0
TRX000374,2024-07-14,P0004,タブレット スタンダード,家電,タブレット,東海,S009,1,11512.08,5200.0
TRX001516,2024-07-14,P0046,サプリメント スタンダード,美容・健康,サプリメント,東北,S012,1,2519.43,1000.0
TRX002682,2024-07-14,P0002,スマートフォン スタンダード,家電,スマートフォン,関東,S001,5,493432.08,286000.0
TRX004486,2024-07-14,P0022,スナック菓子 スタンダード,食品,スナック菓子,東海,S009,1,1803.98,1100.0
TRX000224,2024-07-15,P0015,ボトムス プレミアム,衣料品,ボトムス,関西,S005,3,27347.24,14100.0
TRX000319,2024-07-15,P0016,ボトムス スタンダード,衣料品,ボトムス,東海,S009,4,92574.93,47200.0
TRX001361,2024-07-15,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,東海,S009,4,160428.61,65200.0
TRX001608,2024-07-15,P0017,アウター プレミアム,衣料品,アウター,中国・四国,S016,4,14684.87,7200.0
TRX001725,2024-07-15,P0010,スマートウォッチ スタンダード,家電,スマートウォッチ,九州,S010,3,317765.92,156900.0
TRX002004,2024-07-15,P0006,ノートPC スタンダード,家電,ノートPC,東北,S012,7,692576.86,316400.0
TRX002247,2024-07-15,P0037,チームスポーツ プレミアム,スポーツ,チームスポーツ,東海,S009,1,16203.03,6700.0
TRX000082,2024-07-16,P0021,スナック菓子 プレミアム,食品,スナック菓子,関東,S002,5,4179.29,2500.0
TRX001420,2024-07-16,P0040,水泳 スタンダード,スポーツ,水泳,東北,S012,3,121787.41,60600.0
TRX001579,2024-07-16,P0004,タブレット スタンダード,家電,タブレット,北海道,S014,5,53247.95,26000.0
TRX001880,2024-07-16,P0039,水泳 プレミアム,スポーツ,水泳,関東,S001,7,135509.11,72100.0
TRX002275,2024-07-16,P0011,メンズトップス プレミアム,衣料品,メンズトップス,九州,S011,3,10193.67,5100.0
TRX002574,2024-07-16,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,中国・四国,S015,1,38941.32,16300.0
TRX002898,2024-07-16,P0034,アウトドア スタンダード,スポーツ,アウトドア,東海,S009,4,135487.53,86000.0
TRX004103,2024-07-16,P0016,ボトムス スタンダード,衣料品,ボトムス,関西,S005,5,116819.45,59000.0
TRX004416,2024-07-16,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,東北,S012,1,4078.07,2100.0
TRX005149,2024-07-16,P0019,シューズ プレミアム,衣料品,シューズ,関東,S001,3,51308.19,25800.0
TRX000230,2024-07-17,P0024,飲料 スタンダード,食品,飲料,北海道,S014,8,5427.81,4000.0
TRX000708,2024-07-17,P0019,シューズ プレミアム,衣料品,シューズ,九州,S010,1,19274.33,8600.0
TRX001116,2024-07-17,P0008,イヤホン スタンダード,家電,イヤホン,中国・四国,S015,1,119431.88,48900.0
TRX002802,2024-07-17,P0027,インスタント食品 プレミアム,食品,インスタント食品,中国・四国,S015,4,4627.38,3200.0
TRX003085,2024-07-17,P0017,アウター プレミアム,衣料品,アウター,東北,S013,5,19193.46,9000.0
TRX003344,2024-07-17,P0010,スマートウォッチ スタンダード,家電,スマートウォッチ,北海道,S014,3,330081.24,156900.0
TRX004549,2024-07-17,P0004,タブレット スタンダード,家電,タブレット,北海道,S014,2,23194.65,10400.0
TRX005089,2024-07-17,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,九州,S010,3,5031.14,2400.0
TRX005165,2024-07-17,P0041,スキンケア プレミアム,美容・健康,スキンケア,東海,S009,1,3560.51,1700.0
TRX000301,2024-07-18,P0024,飲料 スタンダード,食品,飲料,東北,S013,6,4261.57,3000.0
TRX000802,2024-07-18,P0030,調味料 スタンダード,食品,調味料,九州,S010,3,1127.0,900.0
TRX001647,2024-07-18,P0045,サプリメント プレミアム,美容・健康,サプリメント,中国・四国,S016,5,42785.05,19500.0
TRX002070,2024-07-18,P0037,チームスポーツ プレミアム,スポーツ,チームスポーツ,東海,S008,1,15093.91,6700.0
TRX003071,2024-07-18,P0013,レディーストップス プレミアム,衣料品,レディーストップス,関西,S006,4,58415.22,25200.0
TRX004362,2024-07-18,P0021,スナック菓子 プレミアム,食品,スナック菓子,北海道,S014,8,6764.95,4000.0
TRX004559,2024-07-18,P0004,タブレット スタンダード,家電,タブレット,関西,S007,1,11466.13,5200.0
TRX001589,2024-07-19,P0010,スマートウォッチ スタンダード,家電,スマートウォッチ,関西,S005,6,706363.02,313800.0
TRX001650,2024-07-19,P0048,メイクアップ スタンダード,美容・健康,メイクアップ,北海道,S014,5,8589.0,4000.0
TRX002638,2024-07-19,P0021,スナック菓子 プレミアム,食品,スナック菓子,東海,S009,1,826.09,500.0
TRX003118,2024-07-19,P0009,スマートウォッチ プレミアム,家電,スマートウォッチ,東海,S009,2,126559.19,73400.0
TRX004558,2024-07-19,P0001,スマートフォン プレミアム,家電,スマートフォン,九州,S010,6,500081.83,250800.0
TRX005083,2024-07-19,P0021,スナック菓子 プレミアム,食品,スナック菓子,東北,S013,4,3285.67,2000.0
TRX002800,2024-07-20,P0006,ノートPC スタンダード,家電,ノートPC,東北,S013,1,93665.72,45200.0
TRX003506,2024-07-20,P0001,スマートフォン プレミアム,家電,スマートフォン,北海道,S014,4,349451.44,167200.0
TRX004284,2024-07-20,P0042,スキンケア スタンダード,美容・健康,スキンケア,関西,S005,4,29233.48,15600.0
TRX004351,2024-07-20,P0023,飲料 プレミアム,食品,飲料,中国・四国,S015,2,2003.43,1000.0
TRX004596,2024-07-20,P0045,サプリメント プレミアム,美容・健康,サプリメント,九州,S010,7,53177.78,27300.0
TRX004602,2024-07-20,P0038,チームスポーツ スタンダード,スポーツ,チームスポーツ,中国・四国,S016,2,12005.91,7200.0
TRX004759,2024-07-20,P0027,インスタント食品 プレミアム,食品,インスタント食品,北海道,S014,1,1221.09,800.0
TRX004945,2024-07-20,P0004,タブレット スタンダード,家電,タブレット,東海,S009,3,36163.89,15600.0
TRX000205,2024-07-21,P0012,メンズトップス スタンダード,衣料品,メンズトップス,東北,S012,4,35580.36,18000.0
TRX000445,2024-07-21,P0029,調味料 プレミアム,食品,調味料,東北,S013,1,1210.13,700.0
TRX002310,2024-07-21,P0007,イヤホン プレミアム,家電,イヤホン,東北,S012,5,534956.67,229000.0
TRX002388,2024-07-21,P0012,メンズトップス スタンダード,衣料品,メンズトップス,関東,S002,1,9553.87,4500.0
TRX004162,2024-07-21,P0027,インスタント食品 プレミアム,食品,インスタント食品,関東,S001,2,2391.45,1600.0
TRX004545,2024-07-21,P0010,スマートウォッチ スタンダード,家電,スマートウォッチ,東海,S008,6,691975.47,313800.0
TRX001293,2024-07-22,P0006,ノートPC スタンダード,家電,ノートPC,九州,S011,6,621903.0,271200.0
TRX001531,2024-07-22,P0005,ノートPC プレミアム,家電,ノートPC,九州,S011,4,333527.11,205200.0
TRX001714,2024-07-22,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,北海道,S014,1,35519.59,16300.0
TRX001842,2024-07-22,P0005,ノートPC プレミアム,家電,ノートPC,北海道,S014,1,80817.3,51300.0
TRX002106,2024-07-22,P0041,スキンケア プレミアム,美容・健康,スキンケア,関東,S002,1,3511.87,1700.0
TRX003195,2024-07-22,P0031,フィットネス用品 プレミアム,スポーツ,フィットネス用品,東海,S008,8,320977.23,130400.0
TRX003381,2024-07-22,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,中国・四国,S015,1,3630.9,1800.0
TRX003662,2024-07-22,P0013,レディーストップス プレミアム,衣料品,レディーストップス,関西,S007,1,14687.43,6300.0
TRX004352,2024-07-22,P0044,ヘアケア スタンダード,美容・健康,ヘアケア,関東,S001,5,18840.57,10500.0
TRX004786,2024-07-22,P0011,メンズトップス プレミアム,衣料品,メンズトップス,九州,S010,1,3400.16,1700.0
TRX000329,2024-07-23,P0049,フレグランス プレミアム,美容・健康,フレグランス,東海,S009,3,16752.59,8400.0
TRX000548,2024-07-23,P0042,スキンケア スタンダード,美容・健康,スキンケア,中国・四国,S015,4,29838.39,15600.0
TRX000582,2024-07-23,P0007,イヤホン プレミアム,家電,イヤホン,関東,S002,7,700420.31,320600.0
TRX000639,2024-07-23,P0047,メイクアップ プレミアム,美容・健康,メイクアップ,東海,S008,7,24001.55,12600.0
TRX000700,2024-07-23,P0018,アウター スタンダード,衣料品,アウター,中国・四国,S015,4,17598.5,8000.0
TRX000812,2024-07-23,P0016,ボトムス スタンダード,衣料品,ボトムス,北海道,S014,1,25257.33,11800.0
TRX002002,2024-07-23,P0013,レディーストップス プレミアム,衣料品,レディーストップス,東海,S009,9,121669.03,56700.0
TRX002330,2024-07-23,P0014,レディーストップス スタンダード,衣料品,レディーストップス,東北,S013,5,128557.56,70000.0
TRX004915,2024-07-23,P0016,ボトムス スタンダード,衣料品,ボトムス,九州,S011,1,22565.96,11800.0
TRX005043,2024-07-23,P0021,スナック菓子 プレミアム,食品,スナック菓子,九州,S011,2,1776.03,1000.0
